File,for/loops,while/loops,do-while/loops,total
modules/gltf/editor/editor_scene_exporter_gltf_settings.c,0,0,0,0
modules/gltf/editor/editor_scene_importer_blend.c,19,12,48,79
modules/gltf/editor/editor_scene_importer_gltf.c,8,9,31,48
modules/gltf/extensions/gltf_document_extension_convert_importer_mesh.c,0,0,0,0
modules/gltf/extensions/gltf_document_extension.c,0,0,0,0
modules/gltf/extensions/gltf_document_extension_texture_ktx.c,0,0,0,0
modules/gltf/extensions/gltf_document_extension_texture_webp.c,0,0,0,0
modules/gltf/extensions/gltf_light.c,7,1,8,16
modules/gltf/extensions/gltf_spec_gloss.c,0,0,0,0
modules/gltf/extensions/physics/gltf_document_extension_physics.c,13,6,11,30
modules/gltf/extensions/physics/gltf_physics_body.c,11,0,9,20
modules/gltf/extensions/physics/gltf_physics_shape.c,8,0,17,25
modules/gltf/gltf_document.c,119,132,443,694
modules/gltf/gltf_state.c,0,0,0,0
modules/gltf/register_types.c,21,8,35,64
modules/gltf/skin_tool.c,23,53,118,194
modules/gltf/structures/gltf_accessor.c,0,0,0,0
modules/gltf/structures/gltf_animation.c,5,0,17,22
modules/gltf/structures/gltf_buffer_view.c,0,0,0,0
modules/gltf/structures/gltf_camera.c,0,0,0,0
modules/gltf/structures/gltf_mesh.c,0,0,0,0
modules/gltf/structures/gltf_node.c,0,0,0,0
modules/gltf/structures/gltf_object_model_property.c,0,0,0,0
modules/gltf/structures/gltf_skeleton.c,0,0,0,0
modules/gltf/structures/gltf_skin.c,0,0,0,0
modules/gltf/structures/gltf_texture.c,0,0,0,0
modules/gltf/structures/gltf_texture_sampler.c,0,0,0,0
modules/godot_physics_2d/godot_area_2d.c,0,0,0,0
modules/godot_physics_2d/godot_area_pair_2d.c,0,0,0,0
modules/godot_physics_2d/godot_body_2d.c,3,1,24,28
modules/godot_physics_2d/godot_body_direct_state_2d.c,0,0,0,0
modules/godot_physics_2d/godot_body_pair_2d.c,4,6,10,20
modules/godot_physics_2d/godot_broad_phase_2d_bvh.c,9,7,37,53
modules/godot_physics_2d/godot_broad_phase_2d.c,0,0,0,0
modules/godot_physics_2d/godot_collision_object_2d.c,0,0,0,0
modules/godot_physics_2d/godot_collision_solver_2d.c,0,0,0,0
modules/godot_physics_2d/godot_collision_solver_2d_sat.c,0,0,0,0
modules/godot_physics_2d/godot_joints_2d.c,2,0,1,3
modules/godot_physics_2d/godot_physics_server_2d.c,21,13,45,79
modules/godot_physics_2d/godot_shape_2d.c,14,22,59,95
modules/godot_physics_2d/godot_space_2d.c,0,0,0,0
modules/godot_physics_2d/godot_step_2d.c,4,2,16,22
modules/godot_physics_2d/register_types.c,0,0,0,0
modules/godot_physics_3d/gjk_epa.c,0,0,0,0
modules/godot_physics_3d/godot_area_3d.c,0,0,0,0
modules/godot_physics_3d/godot_area_pair_3d.c,0,0,0,0
modules/godot_physics_3d/godot_body_3d.c,4,1,24,29
modules/godot_physics_3d/godot_body_direct_state_3d.c,0,0,0,0
modules/godot_physics_3d/godot_body_pair_3d.c,8,18,23,49
modules/godot_physics_3d/godot_broad_phase_3d_bvh.c,7,11,51,69
modules/godot_physics_3d/godot_broad_phase_3d.c,0,0,0,0
modules/godot_physics_3d/godot_collision_object_3d.c,3,6,11,20
modules/godot_physics_3d/godot_collision_solver_3d.c,7,2,8,17
modules/godot_physics_3d/godot_collision_solver_3d_sat.c,0,0,0,0
modules/godot_physics_3d/godot_physics_server_3d.c,11,14,53,78
modules/godot_physics_3d/godot_shape_3d.c,32,28,76,136
modules/godot_physics_3d/godot_soft_body_3d.c,16,12,68,96
modules/godot_physics_3d/godot_space_3d.c,12,17,61,90
modules/godot_physics_3d/godot_step_3d.c,6,3,22,31
modules/godot_physics_3d/joints/godot_cone_twist_joint_3d.c,2,4,12,18
modules/godot_physics_3d/joints/godot_generic_6dof_joint_3d.c,7,3,17,27
modules/godot_physics_3d/joints/godot_hinge_joint_3d.c,6,4,15,25
modules/godot_physics_3d/joints/godot_pin_joint_3d.c,2,4,12,18
modules/godot_physics_3d/joints/godot_slider_joint_3d.c,3,4,15,22
modules/godot_physics_3d/register_types.c,0,0,0,0
modules/gridmap/editor/grid_map_editor_plugin.c,18,21,113,152
modules/gridmap/grid_map.c,0,0,0,0
modules/gridmap/register_types.c,0,0,0,0
modules/hdr/image_loader_hdr.c,0,0,0,0
modules/hdr/register_types.c,0,0,0,0
modules/interactive_music/audio_stream_interactive.c,0,0,0,0
modules/interactive_music/audio_stream_playlist.c,0,0,0,0
modules/interactive_music/audio_stream_synchronized.c,0,0,0,0
modules/interactive_music/editor/audio_stream_interactive_editor_plugin.c,19,11,32,62
modules/interactive_music/register_types.c,0,0,0,0
modules/jolt_physics/joints/jolt_cone_twist_joint_3d.c,0,0,0,0
modules/jolt_physics/joints/jolt_generic_6dof_joint_3d.c,6,0,3,9
modules/jolt_physics/joints/jolt_hinge_joint_3d.c,0,0,0,0
modules/jolt_physics/joints/jolt_joint_3d.c,1,0,1,2
modules/jolt_physics/joints/jolt_pin_joint_3d.c,0,0,0,0
modules/jolt_physics/joints/jolt_slider_joint_3d.c,0,0,0,0
modules/jolt_physics/jolt_globals.c,2,0,0,2
modules/jolt_physics/jolt_physics_server_3d.c,10,9,41,60
modules/jolt_physics/jolt_project_settings.c,0,0,0,0
modules/jolt_physics/misc/jolt_math_funcs.c,0,0,0,0
modules/jolt_physics/objects/jolt_area_3d.c,2,19,44,65
modules/jolt_physics/objects/jolt_body_3d.c,8,5,16,29
modules/jolt_physics/objects/jolt_group_filter.c,0,0,0,0
modules/jolt_physics/objects/jolt_object_3d.c,0,0,0,0
modules/jolt_physics/objects/jolt_physics_direct_body_state_3d.c,0,0,0,0
modules/jolt_physics/objects/jolt_shaped_object_3d.c,0,0,0,0
modules/jolt_physics/objects/jolt_soft_body_3d.c,7,12,39,58
modules/jolt_physics/register_types.c,0,0,0,0
modules/jolt_physics/shapes/jolt_box_shape_3d.c,0,0,0,0
modules/jolt_physics/shapes/jolt_capsule_shape_3d.c,0,0,0,0
modules/jolt_physics/shapes/jolt_concave_polygon_shape_3d.c,1,3,8,12
modules/jolt_physics/shapes/jolt_convex_polygon_shape_3d.c,1,1,7,9
modules/jolt_physics/shapes/jolt_custom_double_sided_shape.c,0,0,0,0
modules/jolt_physics/shapes/jolt_custom_motion_shape.c,3,0,0,3
modules/jolt_physics/shapes/jolt_custom_ray_shape.c,2,0,7,9
modules/jolt_physics/shapes/jolt_custom_user_data_shape.c,0,0,0,0
modules/jolt_physics/shapes/jolt_cylinder_shape_3d.c,0,0,0,0
modules/jolt_physics/shapes/jolt_height_map_shape_3d.c,3,3,17,23
modules/jolt_physics/shapes/jolt_separation_ray_shape_3d.c,0,0,0,0
modules/jolt_physics/shapes/jolt_shape_3d.c,0,0,0,0
modules/jolt_physics/shapes/jolt_shape_instance_3d.c,1,0,2,3
modules/jolt_physics/shapes/jolt_sphere_shape_3d.c,0,0,0,0
modules/jolt_physics/shapes/jolt_world_boundary_shape_3d.c,0,0,0,0
modules/jolt_physics/spaces/jolt_body_accessor_3d.c,0,0,0,0
modules/jolt_physics/spaces/jolt_contact_listener_3d.c,10,8,18,36
modules/jolt_physics/spaces/jolt_job_system.c,0,0,0,0
modules/jolt_physics/spaces/jolt_layers.c,0,0,0,0
modules/jolt_physics/spaces/jolt_motion_filter_3d.c,0,0,0,0
modules/jolt_physics/spaces/jolt_physics_direct_space_state_3d.c,11,8,49,68
modules/jolt_physics/spaces/jolt_query_filter_3d.c,0,0,0,0
modules/jolt_physics/spaces/jolt_space_3d.c,12,5,28,45
modules/jolt_physics/spaces/jolt_temp_allocator.c,0,0,0,0
modules/jpg/image_loader_jpegd.c,0,0,0,0
modules/jpg/register_types.c,0,0,0,0
modules/jsonrpc/jsonrpc.c,0,0,0,0
modules/jsonrpc/register_types.c,0,0,0,0
modules/ktx/register_types.c,0,0,0,0
modules/ktx/texture_loader_ktx.c,0,0,0,0
modules/lightmapper_rd/lightmapper_rd.c,30,87,238,355
modules/lightmapper_rd/register_types.c,0,0,0,0
modules/mbedtls/crypto_mbedtls.c,9,0,19,28
modules/mbedtls/dtls_server_mbedtls.c,0,0,0,0
modules/mbedtls/packet_peer_mbed_dtls.c,0,0,0,0
modules/mbedtls/register_types.c,0,0,0,0
modules/mbedtls/stream_peer_mbedtls.c,0,0,0,0
modules/mbedtls/tls_context_mbedtls.c,0,0,0,0
modules/meshoptimizer/register_types.c,0,0,0,0
modules/minimp3/audio_stream_mp3.c,18,10,90,118
modules/minimp3/register_types.c,0,0,0,0
modules/minimp3/resource_importer_mp3.c,0,0,0,0
modules/mobile_vr/mobile_vr_interface.c,5,0,9,14
modules/mobile_vr/register_types.c,0,0,0,0
modules/msdfgen/register_types.c,0,0,0,0
modules/multiplayer/editor/editor_network_profiler.c,11,17,42,70
modules/multiplayer/editor/multiplayer_editor_plugin.c,0,0,0,0
modules/multiplayer/editor/replication_editor.c,12,18,42,72
modules/multiplayer/multiplayer_debugger.c,13,12,40,65
modules/multiplayer/multiplayer_spawner.c,7,18,35,60
modules/multiplayer/multiplayer_synchronizer.c,0,0,0,0
modules/multiplayer/register_types.c,0,0,0,0
modules/multiplayer/scene_cache_interface.c,0,0,0,0
modules/multiplayer/scene_multiplayer.c,10,13,69,92
modules/multiplayer/scene_replication_config.c,0,0,0,0
modules/multiplayer/scene_replication_interface.c,11,68,157,236
modules/multiplayer/scene_rpc_interface.c,0,0,0,0
modules/navigation/2d/godot_navigation_server_2d.c,0,0,0,0
modules/navigation/2d/nav_mesh_generator_2d.c,35,29,94,158
modules/navigation/3d/godot_navigation_server_3d.c,16,14,52,82
modules/navigation/3d/navigation_mesh_generator.c,0,0,0,0
modules/navigation/3d/nav_map_builder_3d.c,6,8,33,47
modules/navigation/3d/nav_mesh_generator_3d.c,0,0,0,0
modules/navigation/3d/nav_mesh_queries_3d.c,4,9,41,54
modules/navigation/editor/navigation_mesh_editor_plugin.c,9,2,4,15
modules/navigation/nav_agent.c,2,0,0,2
modules/navigation/nav_link.c,0,0,0,0
modules/navigation/nav_map.c,17,18,68,103
modules/navigation/nav_obstacle.c,0,0,0,0
modules/navigation/nav_region.c,3,0,21,24
modules/navigation/register_types.c,0,0,0,0
modules/noise/editor/noise_editor_plugin.c,12,2,17,31
modules/noise/fastnoise_lite.c,0,0,0,0
modules/noise/noise.c,5,9,61,75
modules/noise/noise_texture_2d.c,0,0,0,0
modules/noise/noise_texture_3d.c,0,0,0,0
modules/noise/register_types.c,0,0,0,0
modules/ogg/ogg_packet_sequence.c,0,0,0,0
modules/ogg/register_types.c,4,0,9,13
modules/openxr/action_map/openxr_action.c,0,0,0,0
modules/openxr/action_map/openxr_action_map.c,0,0,0,0
modules/openxr/action_map/openxr_action_set.c,0,0,0,0
modules/openxr/action_map/openxr_binding_modifier.c,0,0,0,0
modules/openxr/action_map/openxr_haptic_feedback.c,0,0,0,0
modules/openxr/action_map/openxr_interaction_profile.c,0,0,0,0
modules/openxr/action_map/openxr_interaction_profile_metadata.c,11,13,48,72
modules/openxr/editor/openxr_action_editor.c,8,6,15,29
modules/openxr/editor/openxr_action_map_editor.c,19,18,38,75
modules/openxr/editor/openxr_action_set_editor.c,13,6,21,40
modules/openxr/editor/openxr_binding_modifier_editor.c,20,9,23,52
modules/openxr/editor/openxr_binding_modifiers_dialog.c,11,5,12,28
modules/openxr/editor/openxr_editor_plugin.c,0,0,0,0
modules/openxr/editor/openxr_interaction_profile_editor.c,17,14,31,62
modules/openxr/editor/openxr_select_action_dialog.c,14,3,7,24
modules/openxr/editor/openxr_select_interaction_profile_dialog.c,13,4,19,36
modules/openxr/editor/openxr_select_runtime.c,8,2,20,30
modules/openxr/extensions/openxr_composition_layer_depth_extension.c,0,0,0,0
modules/openxr/extensions/openxr_composition_layer_extension.c,0,0,0,0
modules/openxr/extensions/openxr_debug_utils_extension.c,2,3,7,12
modules/openxr/extensions/openxr_dpad_binding_extension.c,6,1,14,21
modules/openxr/extensions/openxr_extension_wrapper_extension.c,22,3,19,44
modules/openxr/extensions/openxr_eye_gaze_interaction.c,0,0,0,0
modules/openxr/extensions/openxr_fb_display_refresh_rate_extension.c,0,0,0,0
modules/openxr/extensions/openxr_fb_foveation_extension.c,0,0,0,0
modules/openxr/extensions/openxr_fb_update_swapchain_extension.c,0,0,0,0
modules/openxr/extensions/openxr_hand_interaction_extension.c,0,0,0,0
modules/openxr/extensions/openxr_hand_tracking_extension.c,0,0,0,0
modules/openxr/extensions/openxr_htc_controller_extension.c,0,0,0,0
modules/openxr/extensions/openxr_htc_vive_tracker_extension.c,0,0,0,0
modules/openxr/extensions/openxr_huawei_controller_extension.c,0,0,0,0
modules/openxr/extensions/openxr_local_floor_extension.c,0,0,0,0
modules/openxr/extensions/openxr_meta_controller_extension.c,0,0,0,0
modules/openxr/extensions/openxr_ml2_controller_extension.c,0,0,0,0
modules/openxr/extensions/openxr_mxink_extension.c,0,0,0,0
modules/openxr/extensions/openxr_palm_pose_extension.c,0,0,0,0
modules/openxr/extensions/openxr_pico_controller_extension.c,0,0,0,0
modules/openxr/extensions/openxr_valve_analog_threshold_extension.c,0,0,0,0
modules/openxr/extensions/openxr_visibility_mask_extension.c,0,0,0,0
modules/openxr/extensions/openxr_wmr_controller_extension.c,0,0,0,0
modules/openxr/extensions/platform/openxr_opengl_extension.c,0,0,0,0
modules/openxr/extensions/platform/openxr_vulkan_extension.c,0,0,0,0
modules/openxr/openxr_api_extension.c,5,1,14,20
modules/openxr/openxr_api.c,50,39,142,231
modules/openxr/openxr_interface.c,19,11,38,68
modules/openxr/openxr_util.c,0,0,0,0
modules/openxr/register_types.c,0,0,0,0
modules/openxr/scene/openxr_composition_layer_cylinder.c,0,0,0,0
modules/openxr/scene/openxr_composition_layer_equirect.c,0,0,0,0
modules/openxr/scene/openxr_composition_layer.c,0,0,0,0
modules/openxr/scene/openxr_composition_layer_quad.c,0,0,0,0
modules/openxr/scene/openxr_hand.c,6,0,25,31
modules/openxr/scene/openxr_visibility_mask.c,0,0,0,0
modules/raycast/lightmap_raycaster_embree.c,0,0,0,0
modules/raycast/raycast_occlusion_cull.c,3,20,83,106
modules/raycast/register_types.c,0,0,0,0
modules/raycast/static_raycaster_embree.c,0,0,0,0
modules/regex/regex.c,0,0,0,0
modules/regex/register_types.c,0,0,0,0
modules/register_module_types.gen.c,0,0,0,0
modules/svg/image_loader_svg.c,0,0,0,0
modules/svg/register_types.c,0,0,0,0
modules/text_server_adv/register_types.c,0,0,0,0
modules/text_server_adv/script_iterator.c,0,0,0,0
modules/text_server_adv/text_server_adv.c,0,0,0,0
modules/text_server_adv/thorvg_svg_in_ot.c,5,10,39,54
modules/tga/image_loader_tga.c,0,0,0,0
modules/tga/register_types.c,0,0,0,0
modules/theora/register_types.c,0,0,0,0
modules/theora/video_stream_theora.c,12,5,26,43
modules/tinyexr/image_loader_tinyexr.c,0,0,0,0
modules/tinyexr/image_saver_tinyexr.c,0,0,0,0
modules/tinyexr/register_types.c,0,0,0,0
modules/upnp/register_types.c,0,0,0,0
modules/upnp/upnp_device.c,0,0,0,0
modules/upnp/upnp_device_miniupnp.c,6,0,5,11
modules/upnp/upnp.c,0,0,0,0
modules/upnp/upnp_miniupnp.c,7,3,13,23
modules/vhacd/register_types.c,3,3,9,15
modules/vorbis/audio_stream_ogg_vorbis.c,16,9,42,67
modules/vorbis/register_types.c,0,0,0,0
modules/vorbis/resource_importer_ogg_vorbis.c,0,0,0,0
modules/webp/image_loader_webp.c,0,0,0,0
modules/webp/register_types.c,0,0,0,0
modules/webp/resource_saver_webp.c,0,0,0,0
modules/webp/webp_common.c,0,0,0,0
modules/webrtc/register_types.c,0,0,0,0
modules/webrtc/webrtc_data_channel_extension.c,0,0,0,0
modules/webrtc/webrtc_data_channel_js.c,0,0,0,0
modules/webrtc/webrtc_data_channel.c,0,0,0,0
modules/webrtc/webrtc_multiplayer_peer.c,0,0,0,0
modules/webrtc/webrtc_peer_connection_extension.c,0,0,0,0
modules/webrtc/webrtc_peer_connection_js.c,0,0,0,0
modules/webrtc/webrtc_peer_connection.c,5,0,38,43
modules/websocket/editor/editor_debugger_server_websocket.c,0,0,0,0
modules/websocket/emws_peer.c,0,0,0,0
modules/websocket/register_types.c,0,0,0,0
modules/websocket/remote_debugger_peer_websocket.c,0,0,0,0
modules/websocket/websocket_multiplayer_peer.c,9,13,32,54
modules/websocket/websocket_peer.c,0,0,0,0
modules/websocket/wsl_peer.c,9,6,34,49
modules/webxr/register_types.c,0,0,0,0
modules/webxr/webxr_interface_js.c,0,0,0,0
modules/webxr/webxr_interface.c,0,0,0,0
modules/xatlas_unwrap/register_types.c,0,0,0,0
modules/zip/register_types.c,0,0,0,0
modules/zip/zip_packer.c,0,0,0,0
modules/zip/zip_reader.c,0,0,0,0
platform/android/api/api.c,0,0,0,0
platform/android/export/export.c,0,0,0,0
platform/android/export/export_plugin.c,22,25,142,189
platform/android/export/godot_plugin_config.c,4,2,23,29
platform/android/export/gradle_export_util.c,0,0,0,0
platform/ios/api/api.c,0,0,0,0
platform/ios/export/export.c,0,0,0,0
platform/ios/export/export_plugin.c,28,29,137,194
platform/ios/export/godot_plugin_config.c,0,0,0,0
platform/linuxbsd/crash_handler_linuxbsd.c,0,0,0,0
platform/linuxbsd/dbus-so_wrap.c,0,0,0,0
platform/linuxbsd/export/export.c,0,0,0,0
platform/linuxbsd/export/export_plugin.c,0,0,0,0
platform/linuxbsd/fontconfig-so_wrap.c,0,0,0,0
platform/linuxbsd/freedesktop_portal_desktop.c,8,13,57,78
platform/linuxbsd/freedesktop_screensaver.c,0,0,0,0
platform/linuxbsd/godot_linuxbsd.c,0,0,0,0
platform/linuxbsd/joypad_linux.c,13,6,24,43
platform/linuxbsd/libudev-so_wrap.c,0,0,0,0
platform/linuxbsd/os_linuxbsd.c,6,13,28,47
platform/linuxbsd/speechd-so_wrap.c,0,0,0,0
platform/linuxbsd/tts_linux.c,3,12,29,44
platform/linuxbsd/x11/display_server_x11.c,56,77,181,314
platform/linuxbsd/x11/dynwrappers/xcursor-so_wrap.c,0,0,0,0
platform/linuxbsd/x11/dynwrappers/xext-so_wrap.c,0,0,0,0
platform/linuxbsd/x11/dynwrappers/xinerama-so_wrap.c,0,0,0,0
platform/linuxbsd/x11/dynwrappers/xinput2-so_wrap.c,0,0,0,0
platform/linuxbsd/x11/dynwrappers/xlib-so_wrap.c,0,0,0,0
platform/linuxbsd/x11/dynwrappers/xrandr-so_wrap.c,0,0,0,0
platform/linuxbsd/x11/dynwrappers/xrender-so_wrap.c,0,0,0,0
platform/linuxbsd/x11/gl_manager_x11_egl.c,0,0,0,0
platform/linuxbsd/x11/gl_manager_x11.c,5,0,5,10
platform/linuxbsd/x11/rendering_context_driver_vulkan_x11.c,0,0,0,0
platform/linuxbsd/xkbcommon-so_wrap.c,0,0,0,0
platform/macos/export/export.c,0,0,0,0
platform/macos/export/export_plugin.c,11,14,64,89
platform/register_platform_apis.gen.c,0,0,0,0
platform/web/api/api.c,0,0,0,0
platform/web/export/editor_http_server.c,5,2,16,23
platform/web/export/export.c,0,0,0,0
platform/web/export/export_plugin.c,0,0,0,0
platform/windows/export/export.c,0,0,0,0
platform/windows/export/export_plugin.c,0,0,0,0
scene/2d/animated_sprite_2d.c,0,0,0,0
scene/2d/audio_listener_2d.c,0,0,0,0
scene/2d/audio_stream_player_2d.c,0,0,0,0
scene/2d/back_buffer_copy.c,0,0,0,0
scene/2d/camera_2d.c,5,11,20,36
scene/2d/canvas_group.c,0,0,0,0
scene/2d/canvas_modulate.c,6,2,11,19
scene/2d/cpu_particles_2d.c,34,12,59,105
scene/2d/gpu_particles_2d.c,7,6,21,34
scene/2d/light_2d.c,9,1,12,22
scene/2d/light_occluder_2d.c,0,0,0,0
scene/2d/line_2d.c,6,2,13,21
scene/2d/line_builder.c,0,0,0,0
scene/2d/marker_2d.c,6,0,10,16
scene/2d/mesh_instance_2d.c,0,0,0,0
scene/2d/multimesh_instance_2d.c,0,0,0,0
scene/2d/navigation_agent_2d.c,10,8,27,45
scene/2d/navigation_link_2d.c,0,0,0,0
scene/2d/navigation_obstacle_2d.c,0,0,0,0
scene/2d/navigation_region_2d.c,11,7,37,55
scene/2d/node_2d.c,0,0,0,0
scene/2d/parallax_2d.c,0,0,0,0
scene/2d/parallax_background.c,5,1,19,25
scene/2d/parallax_layer.c,6,2,14,22
scene/2d/path_2d.c,0,0,0,0
scene/2d/physics/animatable_body_2d.c,9,2,12,23
scene/2d/physics/area_2d.c,10,29,77,116
scene/2d/physics/character_body_2d.c,10,6,22,38
scene/2d/physics/collision_object_2d.c,14,35,47,96
scene/2d/physics/collision_polygon_2d.c,0,0,0,0
scene/2d/physics/collision_shape_2d.c,6,3,20,29
scene/2d/physics/joints/damped_spring_joint_2d.c,8,0,15,23
scene/2d/physics/joints/groove_joint_2d.c,8,0,11,19
scene/2d/physics/joints/joint_2d.c,0,0,0,0
scene/2d/physics/joints/pin_joint_2d.c,8,0,18,26
scene/2d/physics/kinematic_collision_2d.c,0,0,0,0
scene/2d/physics/physical_bone_2d.c,8,2,19,29
scene/2d/physics/physics_body_2d.c,10,1,14,25
scene/2d/physics/ray_cast_2d.c,0,0,0,0
scene/2d/physics/rigid_body_2d.c,8,22,55,85
scene/2d/physics/shape_cast_2d.c,0,0,0,0
scene/2d/physics/static_body_2d.c,13,4,20,37
scene/2d/polygon_2d.c,13,7,47,67
scene/2d/remote_transform_2d.c,0,0,0,0
scene/2d/skeleton_2d.c,7,8,52,67
scene/2d/sprite_2d.c,0,0,0,0
scene/2d/tile_map_layer.c,73,64,263,400
scene/2d/tile_map.c,28,16,87,131
scene/2d/touch_screen_button.c,0,0,0,0
scene/2d/visible_on_screen_notifier_2d.c,0,0,0,0
scene/3d/audio_listener_3d.c,0,0,0,0
scene/3d/audio_stream_player_3d.c,6,8,47,61
scene/3d/bone_attachment_3d.c,0,0,0,0
scene/3d/camera_3d.c,6,5,17,28
scene/3d/cpu_particles_3d.c,44,17,71,132
scene/3d/decal.c,6,1,13,20
scene/3d/fog_volume.c,0,0,0,0
scene/3d/gpu_particles_3d.c,11,10,25,46
scene/3d/gpu_particles_collision_3d.c,16,10,51,77
scene/3d/importer_mesh_instance_3d.c,0,0,0,0
scene/3d/label_3d.c,22,9,47,78
scene/3d/lightmap_gi.c,33,28,105,166
scene/3d/lightmapper.c,0,0,0,0
scene/3d/lightmap_probe.c,0,0,0,0
scene/3d/look_at_modifier_3d.c,0,0,0,0
scene/3d/marker_3d.c,0,0,0,0
scene/3d/mesh_instance_3d.c,23,8,58,89
scene/3d/multimesh_instance_3d.c,6,0,6,12
scene/3d/navigation_agent_3d.c,10,8,26,44
scene/3d/navigation_link_3d.c,0,0,0,0
scene/3d/navigation_obstacle_3d.c,0,0,0,0
scene/3d/navigation_region_3d.c,8,8,32,48
scene/3d/node_3d.c,11,5,24,40
scene/3d/occluder_instance_3d.c,16,9,49,74
scene/3d/path_3d.c,0,0,0,0
scene/3d/physical_bone_simulator_3d.c,0,0,0,0
scene/3d/physics/animatable_body_3d.c,0,0,0,0
scene/3d/physics/area_3d.c,0,0,0,0
scene/3d/physics/character_body_3d.c,17,8,32,57
scene/3d/physics/collision_object_3d.c,16,38,73,127
scene/3d/physics/collision_polygon_3d.c,5,2,12,19
scene/3d/physics/collision_shape_3d.c,6,6,21,33
scene/3d/physics/joints/cone_twist_joint_3d.c,0,0,0,0
scene/3d/physics/joints/generic_6dof_joint_3d.c,14,0,31,45
scene/3d/physics/joints/hinge_joint_3d.c,0,0,0,0
scene/3d/physics/joints/joint_3d.c,0,0,0,0
scene/3d/physics/joints/pin_joint_3d.c,0,0,0,0
scene/3d/physics/joints/slider_joint_3d.c,0,0,0,0
scene/3d/physics/kinematic_collision_3d.c,0,0,0,0
scene/3d/physics/physical_bone_3d.c,0,0,0,0
scene/3d/physics/physics_body_3d.c,11,1,25,37
scene/3d/physics/ray_cast_3d.c,0,0,0,0
scene/3d/physics/rigid_body_3d.c,0,0,0,0
scene/3d/physics/shape_cast_3d.c,0,0,0,0
scene/3d/physics/spring_arm_3d.c,0,0,0,0
scene/3d/physics/static_body_3d.c,0,0,0,0
scene/3d/physics/vehicle_body_3d.c,0,0,0,0
scene/3d/reflection_probe.c,0,0,0,0
scene/3d/remote_transform_3d.c,0,0,0,0
scene/3d/retarget_modifier_3d.c,0,0,0,0
scene/3d/skeleton_3d.c,17,26,81,124
scene/3d/skeleton_ik_3d.c,7,4,20,31
scene/3d/skeleton_modifier_3d.c,4,3,15,22
scene/3d/soft_body_3d.c,9,17,57,83
scene/3d/spring_bone_collision_3d.c,0,0,0,0
scene/3d/spring_bone_collision_capsule_3d.c,0,0,0,0
scene/3d/spring_bone_collision_plane_3d.c,0,0,0,0
scene/3d/spring_bone_collision_sphere_3d.c,0,0,0,0
scene/3d/spring_bone_simulator_3d.c,12,19,47,78
scene/3d/sprite_3d.c,13,30,89,132
scene/3d/velocity_tracker_3d.c,3,0,10,13
scene/3d/visible_on_screen_notifier_3d.c,0,0,0,0
scene/3d/visual_instance_3d.c,6,9,33,48
scene/3d/voxel_gi.c,11,4,31,46
scene/3d/voxelizer.c,18,14,79,111
scene/3d/world_environment.c,4,1,9,14
scene/3d/xr_body_modifier_3d.c,8,4,25,37
scene/3d/xr_face_modifier_3d.c,0,0,0,0
scene/3d/xr_hand_modifier_3d.c,10,4,24,38
scene/3d/xr_nodes.c,10,17,53,80
scene/animation/animation_blend_space_1d.c,0,0,0,0
scene/animation/animation_blend_space_2d.c,8,15,63,86
scene/animation/animation_blend_tree.c,21,31,99,151
scene/animation/animation_mixer.c,16,116,174,306
scene/animation/animation_node_extension.c,0,0,0,0
scene/animation/animation_node_state_machine.c,21,85,197,303
scene/animation/animation_player.c,6,39,85,130
scene/animation/animation_tree.c,12,75,102,189
scene/animation/root_motion_view.c,5,0,20,25
scene/animation/tween.c,10,6,31,47
scene/audio/audio_stream_player_internal.c,9,14,36,59
scene/audio/audio_stream_player.c,0,0,0,0
scene/debugger/scene_debugger.c,22,66,160,248
scene/gui/aspect_ratio_container.c,8,1,13,22
scene/gui/base_button.c,10,10,27,47
scene/gui/box_container.c,11,6,16,33
scene/gui/button.c,6,2,10,18
scene/gui/center_container.c,9,1,9,19
scene/gui/check_box.c,7,0,8,15
scene/gui/check_button.c,7,0,8,15
scene/gui/code_edit.c,34,70,202,306
scene/gui/color_mode.c,0,0,0,0
scene/gui/color_picker.c,41,44,101,186
scene/gui/color_rect.c,0,0,0,0
scene/gui/container.c,0,0,0,0
scene/gui/control.c,22,89,233,344
scene/gui/dialogs.c,12,10,39,61
scene/gui/file_dialog.c,21,40,91,152
scene/gui/flow_container.c,8,4,22,34
scene/gui/graph_edit_arranger.c,0,0,0,0
scene/gui/graph_edit.c,45,79,183,307
scene/gui/graph_element.c,5,2,14,21
scene/gui/graph_frame.c,9,2,4,15
scene/gui/graph_node.c,10,14,40,64
scene/gui/grid_container.c,12,26,46,84
scene/gui/item_list.c,16,24,82,122
scene/gui/label.c,0,0,0,0
scene/gui/line_edit.c,15,10,45,70
scene/gui/link_button.c,5,0,9,14
scene/gui/margin_container.c,9,1,7,17
scene/gui/menu_bar.c,10,15,31,56
scene/gui/menu_button.c,7,4,24,35
scene/gui/nine_patch_rect.c,0,0,0,0
scene/gui/option_button.c,11,10,39,60
scene/gui/panel_container.c,8,2,7,17
scene/gui/panel.c,0,0,0,0
scene/gui/popup.c,0,0,0,0
scene/gui/popup_menu.c,19,26,79,124
scene/gui/progress_bar.c,6,0,14,20
scene/gui/range.c,0,0,0,0
scene/gui/reference_rect.c,0,0,0,0
scene/gui/rich_text_effect.c,0,0,0,0
