File,for loops,while loops,do-while loops,total
drivers/gles3/storage/particles_storage.linuxbsd.editor.x86_64.c,2,42,69,44
thirdparty/zstd/compress/zstd_compress_superblock.linuxbsd.editor.x86_64.c,2,2,6,4
thirdparty/vulkan/vk_mem_alloc.linuxbsd.editor.x86_64.c,53,48,171,101
editor/plugins/navigation_obstacle_3d_editor_plugin.linuxbsd.editor.x86_64.c,19,9,32,28
modules/vorbis/resource_importer_ogg_vorbis.linuxbsd.editor.x86_64.c,4,1,5,5
editor/project_manager.linuxbsd.editor.x86_64.c,23,43,115,66
thirdparty/mbedtls/library/ssl_cookie.linuxbsd.editor.x86_64.c,0,0,0,0
editor/import/resource_importer_bmfont.linuxbsd.editor.x86_64.c,6,3,13,9
thirdparty/mbedtls/library/ccm.linuxbsd.editor.x86_64.c,2,2,9,4
thirdparty/jolt_physics/Jolt/Physics/Collision/CastSphereVsTriangles.linuxbsd.editor.x86_64.c,0,0,0,0
servers/rendering/renderer_rd/renderer_scene_render_rd.linuxbsd.editor.x86_64.c,4,11,44,15
thirdparty/embree/common/math/constants.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/freetype/src/base/ftwinfnt.linuxbsd.editor.x86_64.c,0,0,0,0
modules/multiplayer/scene_cache_interface.linuxbsd.editor.x86_64.c,3,37,97,40
thirdparty/harfbuzz/src/hb-ot-shaper-syllabic.linuxbsd.editor.x86_64.c,0,1,1,1
thirdparty/pcre2/src/pcre2_script_run_16.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/glslang/glslang/MachineIndependent/glslang_tab.linuxbsd.editor.x86_64.c,23,9,66,32
scene/resources/2d/capsule_shape_2d.linuxbsd.editor.x86_64.c,5,1,13,6
thirdparty/embree/kernels/common/geometry.linuxbsd.editor.x86_64.c,0,1,4,1
thirdparty/jolt_physics/Jolt/Physics/Vehicle/WheeledVehicleController.linuxbsd.editor.x86_64.c,4,7,34,11
modules/jolt_physics/shapes/jolt_cylinder_shape_3d.linuxbsd.editor.x86_64.c,0,0,4,0
thirdparty/embree/kernels/bvh/bvh_builder_sah_spatial.linuxbsd.editor.x86_64.c,35,77,184,112
thirdparty/manifold/src/smoothing.linuxbsd.editor.x86_64.c,5,41,59,46
scene/gui/separator.linuxbsd.editor.x86_64.c,9,0,10,9
thirdparty/harfbuzz/src/hb-subset-instancer-solver.linuxbsd.editor.x86_64.c,0,0,3,0
thirdparty/recastnavigation/Recast/Source/RecastRasterization.linuxbsd.editor.x86_64.c,0,7,5,7
servers/audio/audio_filter_sw.linuxbsd.editor.x86_64.c,0,0,2,0
editor/export/export_template_manager.linuxbsd.editor.x86_64.c,18,19,39,37
thirdparty/icu4c/common/ucnv_u8.linuxbsd.editor.x86_64.c,0,0,0,0
editor/editor_properties.linuxbsd.editor.x86_64.c,55,134,276,189
servers/rendering/renderer_rd/shader_rd.linuxbsd.editor.x86_64.c,12,54,145,66
scene/3d/label_3d.linuxbsd.editor.x86_64.c,15,9,47,24
thirdparty/mbedtls/library/cipher.linuxbsd.editor.x86_64.c,2,0,13,2
thirdparty/libwebp/src/utils/color_cache_utils.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/cvtt/ConvectionKernels_BC7_PrioData.linuxbsd.editor.x86_64.c,0,0,0,0
core/io/file_access_zip.linuxbsd.editor.x86_64.c,3,5,20,8
editor/plugins/camera_3d_editor_plugin.linuxbsd.editor.x86_64.c,15,8,13,23
modules/upnp/upnp_device.linuxbsd.editor.x86_64.c,0,0,23,0
thirdparty/libwebp/src/utils/bit_writer_utils.linuxbsd.editor.x86_64.c,0,1,4,1
scene/2d/physics/physical_bone_2d.linuxbsd.editor.x86_64.c,8,2,19,10
modules/navigation/3d/nav_map_builder_3d.linuxbsd.editor.x86_64.c,4,8,33,12
scene/resources/shader.linuxbsd.editor.x86_64.c,6,14,61,20
thirdparty/astcenc/astcenc_quantization.linuxbsd.editor.x86_64.c,0,0,0,0
core/variant/variant_destruct.linuxbsd.editor.x86_64.c,0,0,1,0
thirdparty/harfbuzz/src/hb-unicode.linuxbsd.editor.x86_64.c,0,3,5,3
scene/resources/camera_texture.linuxbsd.editor.x86_64.c,6,4,18,10
thirdparty/manifold/src/boolean_result.linuxbsd.editor.x86_64.c,10,29,77,39
modules/ogg/register_types.linuxbsd.editor.x86_64.c,4,0,9,4
thirdparty/basis_universal/encoder/3rdparty/android_astc_decomp.linuxbsd.editor.x86_64.c,5,13,50,18
thirdparty/recastnavigation/Recast/Source/RecastFilter.linuxbsd.editor.x86_64.c,1,2,8,3
scene/resources/2d/shape_2d.linuxbsd.editor.x86_64.c,6,0,18,6
scene/resources/2d/skeleton/skeleton_modification_2d_ccdik.linuxbsd.editor.x86_64.c,5,3,25,8
thirdparty/tinyexr/tinyexr.linuxbsd.editor.x86_64.c,44,35,312,79
modules/regex/register_types.linuxbsd.editor.x86_64.c,3,0,8,3
editor/run_instances_dialog.linuxbsd.editor.x86_64.c,13,11,30,24
thirdparty/libwebp/src/utils/bit_reader_utils.linuxbsd.editor.x86_64.c,1,0,3,1
thirdparty/freetype/src/autofit/autofit.linuxbsd.editor.x86_64.c,25,34,116,59
thirdparty/libtheora/decode.linuxbsd.editor.x86_64.c,7,6,67,13
core/io/image.linuxbsd.editor.x86_64.c,11,24,389,35
scene/resources/audio_stream_polyphonic.linuxbsd.editor.x86_64.c,13,2,23,15
thirdparty/libwebp/src/dsp/dec_mips_dsp_r2.linuxbsd.editor.x86_64.c,0,0,0,0
scene/resources/camera_attributes.linuxbsd.editor.x86_64.c,6,0,8,6
thirdparty/thorvg/src/renderer/sw_engine/tvgSwRle.linuxbsd.editor.x86_64.c,0,3,8,3
thirdparty/mbedtls/library/psa_its_file.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/zstd/compress/zstd_lazy.linuxbsd.editor.x86_64.c,560,93,361,653
modules/jolt_physics/misc/jolt_math_funcs.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/mbedtls/library/des.linuxbsd.editor.x86_64.c,0,0,0,0
editor/groups_editor.linuxbsd.editor.x86_64.c,17,40,115,57
servers/audio/effects/audio_effect_panner.linuxbsd.editor.x86_64.c,8,0,11,8
core/debugger/engine_debugger.linuxbsd.editor.x86_64.c,3,13,45,16
editor/engine_update_label.linuxbsd.editor.x86_64.c,7,3,22,10
thirdparty/freetype/src/base/ftgxval.linuxbsd.editor.x86_64.c,0,0,0,0
editor/plugins/gizmos/spring_bone_3d_gizmo_plugin.linuxbsd.editor.x86_64.c,10,2,6,12
modules/regex/regex.linuxbsd.editor.x86_64.c,4,6,54,10
scene/resources/style_box_texture.linuxbsd.editor.x86_64.c,5,0,8,5
thirdparty/recastnavigation/Recast/Source/RecastAssert.linuxbsd.editor.x86_64.c,0,0,0,0
modules/godot_physics_3d/joints/godot_slider_joint_3d.linuxbsd.editor.x86_64.c,0,4,15,4
modules/jolt_physics/shapes/jolt_shape_instance_3d.linuxbsd.editor.x86_64.c,0,0,2,0
thirdparty/glslang/glslang/MachineIndependent/linkValidate.linuxbsd.editor.x86_64.c,18,38,129,56
editor/plugins/skeleton_ik_3d_editor_plugin.linuxbsd.editor.x86_64.c,3,2,4,5
editor/plugins/tiles/tile_set_scenes_collection_source_editor.linuxbsd.editor.x86_64.c,18,14,28,32
thirdparty/icu4c/common/ubidiln.linuxbsd.editor.x86_64.c,2,11,47,13
thirdparty/jolt_physics/Jolt/Physics/Collision/BroadPhase/BroadPhaseQuadTree.linuxbsd.editor.x86_64.c,3,20,52,23
modules/freetype/register_types.linuxbsd.editor.x86_64.c,0,0,0,0
servers/rendering/renderer_rd/storage_rd/render_scene_data_rd.linuxbsd.editor.x86_64.c,5,0,10,5
scene/main/missing_node.linuxbsd.editor.x86_64.c,3,5,31,8
scene/2d/physics/joints/pin_joint_2d.linuxbsd.editor.x86_64.c,6,0,18,6
thirdparty/mbedtls/library/psa_crypto_hash.linuxbsd.editor.x86_64.c,1,0,0,1
thirdparty/graphite/src/Face.linuxbsd.editor.x86_64.c,0,0,8,0
thirdparty/jolt_physics/Jolt/Physics/Vehicle/VehicleDifferential.linuxbsd.editor.x86_64.c,0,0,0,0
editor/plugins/gizmos/shape_cast_3d_gizmo_plugin.linuxbsd.editor.x86_64.c,5,0,6,5
thirdparty/freetype/src/type42/type42.linuxbsd.editor.x86_64.c,1,3,12,4
modules/jolt_physics/joints/jolt_hinge_joint_3d.linuxbsd.editor.x86_64.c,0,0,0,0
scene/2d/visible_on_screen_notifier_2d.linuxbsd.editor.x86_64.c,6,3,18,9
editor/plugins/sprite_2d_editor_plugin.linuxbsd.editor.x86_64.c,29,23,50,52
thirdparty/libktx/lib/hashlist.linuxbsd.editor.x86_64.c,0,4,11,4
servers/rendering/dummy/storage/material_storage.linuxbsd.editor.x86_64.c,0,44,129,44
thirdparty/thorvg/src/renderer/tvgAccessor.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/meshoptimizer/vcacheoptimizer.linuxbsd.editor.x86_64.c,2,4,16,6
scene/resources/sky.linuxbsd.editor.x86_64.c,4,0,12,4
modules/navigation/3d/navigation_mesh_generator.linuxbsd.editor.x86_64.c,2,0,8,2
core/math/vector2.linuxbsd.editor.x86_64.c,0,0,5,0
thirdparty/icu4c/common/characterproperties.linuxbsd.editor.x86_64.c,2,0,5,2
scene/animation/animation_blend_space_2d.linuxbsd.editor.x86_64.c,8,15,63,23
modules/upnp/upnp_device_miniupnp.linuxbsd.editor.x86_64.c,4,0,5,4
thirdparty/mbedtls/library/psa_crypto_ecp.linuxbsd.editor.x86_64.c,0,0,0,0
modules/gdscript/gdscript_compiler.linuxbsd.editor.x86_64.c,24,59,214,83
thirdparty/libwebp/src/dsp/cost_mips32.linuxbsd.editor.x86_64.c,0,0,0,0
modules/godot_physics_3d/godot_space_3d.linuxbsd.editor.x86_64.c,10,17,61,27
scene/3d/voxelizer.linuxbsd.editor.x86_64.c,6,14,82,20
thirdparty/mbedtls/library/psa_crypto_slot_management.linuxbsd.editor.x86_64.c,1,4,5,5
servers/audio/effects/audio_effect_amplify.linuxbsd.editor.x86_64.c,8,0,13,8
modules/multiplayer/editor/replication_editor.linuxbsd.editor.x86_64.c,12,18,42,30
thirdparty/harfbuzz/src/hb-buffer-verify.linuxbsd.editor.x86_64.c,0,1,8,1
modules/hdr/register_types.linuxbsd.editor.x86_64.c,0,0,0,0
core/extension/gdextension_special_compat_hashes.linuxbsd.editor.x86_64.c,0,0,0,0
scene/3d/navigation_obstacle_3d.linuxbsd.editor.x86_64.c,4,5,19,9
thirdparty/graphite/src/gr_font.linuxbsd.editor.x86_64.c,0,0,0,0
modules/openxr/action_map/openxr_interaction_profile_metadata.linuxbsd.editor.x86_64.c,7,13,48,20
thirdparty/pcre2/src/pcre2_study_32.linuxbsd.editor.x86_64.c,0,4,30,4
scene/3d/navigation_region_3d.linuxbsd.editor.x86_64.c,8,8,32,16
core/input/input.linuxbsd.editor.x86_64.c,21,61,130,82
core/object/object.linuxbsd.editor.x86_64.c,17,46,127,63
modules/godot_physics_3d/godot_body_pair_3d.linuxbsd.editor.x86_64.c,1,18,23,19
thirdparty/mbedtls/library/mps_trace.linuxbsd.editor.x86_64.c,0,0,0,0
modules/mobile_vr/mobile_vr_interface.linuxbsd.editor.x86_64.c,5,0,9,5
thirdparty/libwebp/src/dsp/dec_clip_tables.linuxbsd.editor.x86_64.c,0,0,0,0
editor/editor_layouts_dialog.linuxbsd.editor.x86_64.c,17,6,25,23
modules/godot_physics_3d/gjk_epa.linuxbsd.editor.x86_64.c,0,2,18,2
scene/debugger/scene_debugger.linuxbsd.editor.x86_64.c,15,67,161,82
scene/resources/2d/skeleton/skeleton_modification_2d_stackholder.linuxbsd.editor.x86_64.c,5,0,10,5
thirdparty/embree/kernels/common/acceln.linuxbsd.editor.x86_64.c,0,0,16,0
thirdparty/cvtt/ConvectionKernels_S3TC.linuxbsd.editor.x86_64.c,1,5,105,6
editor/plugins/mesh_editor_plugin.linuxbsd.editor.x86_64.c,18,2,6,20
thirdparty/spirv-reflect/spirv_reflect.linuxbsd.editor.x86_64.c,15,68,160,83
modules/noise/editor/noise_editor_plugin.linuxbsd.editor.x86_64.c,12,2,17,14
thirdparty/libktx/lib/memstream.linuxbsd.editor.x86_64.c,0,0,1,0
servers/xr/xr_vrs.linuxbsd.editor.x86_64.c,2,2,17,4
thirdparty/mbedtls/library/chacha20.linuxbsd.editor.x86_64.c,0,0,6,0
thirdparty/zstd/compress/zstd_ldm.linuxbsd.editor.x86_64.c,6,6,15,12
scene/resources/mesh_data_tool.linuxbsd.editor.x86_64.c,3,6,34,9
thirdparty/thorvg/src/renderer/sw_engine/tvgSwRenderer.linuxbsd.editor.x86_64.c,0,2,15,2
thirdparty/icu4c/common/mlbe.linuxbsd.editor.x86_64.c,0,2,9,2
modules/godot_physics_3d/godot_body_direct_state_3d.linuxbsd.editor.x86_64.c,3,0,4,3
thirdparty/libwebp/src/enc/predictor_enc.linuxbsd.editor.x86_64.c,6,3,25,9
thirdparty/brotli/dec/state.linuxbsd.editor.x86_64.c,0,0,0,0
scene/gui/popup_menu.linuxbsd.editor.x86_64.c,18,27,95,45
thirdparty/mbedtls/library/psa_crypto_cipher.linuxbsd.editor.x86_64.c,2,0,2,2
thirdparty/jolt_physics/Jolt/Physics/Constraints/FixedConstraint.linuxbsd.editor.x86_64.c,0,0,10,0
scene/gui/text_edit.linuxbsd.editor.x86_64.c,0,0,0,0
core/core_bind.linuxbsd.editor.x86_64.c,20,66,200,86
thirdparty/libvorbis/synthesis.linuxbsd.editor.x86_64.c,0,1,0,1
thirdparty/mbedtls/library/dhm.linuxbsd.editor.x86_64.c,0,0,0,0
editor/plugins/gizmos/light_3d_gizmo_plugin.linuxbsd.editor.x86_64.c,5,4,12,9
editor/import/audio_stream_import_settings.linuxbsd.editor.x86_64.c,22,11,38,33
modules/noise/register_types.linuxbsd.editor.x86_64.c,0,0,4,0
modules/meshoptimizer/register_types.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/mbedtls/library/x509.linuxbsd.editor.x86_64.c,1,4,7,5
scene/resources/particle_process_material.linuxbsd.editor.x86_64.c,6,11,41,17
thirdparty/harfbuzz/src/hb-face.linuxbsd.editor.x86_64.c,1,23,71,24
modules/openxr/register_types.linuxbsd.editor.x86_64.c,8,0,9,8
scene/gui/panel.linuxbsd.editor.x86_64.c,5,0,6,5
thirdparty/etcpak/DecodeRGB.linuxbsd.editor.x86_64.c,0,4,20,4
modules/basis_universal/register_types.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/icu4c/common/dictbe.linuxbsd.editor.x86_64.c,2,16,40,18
modules/webrtc/webrtc_peer_connection_js.linuxbsd.editor.x86_64.c,0,0,0,0
scene/resources/3d/sky_material.linuxbsd.editor.x86_64.c,7,3,9,10
thirdparty/miniupnpc/src/miniupnpc.linuxbsd.editor.x86_64.c,7,6,10,13
drivers/unix/net_socket_unix.linuxbsd.editor.x86_64.c,6,2,7,8
thirdparty/thorvg/src/renderer/sw_engine/tvgSwShape.linuxbsd.editor.x86_64.c,0,0,5,0
thirdparty/icu4c/common/ucnv_u32.linuxbsd.editor.x86_64.c,0,0,0,0
drivers/windows/dir_access_windows.linuxbsd.editor.x86_64.c,0,0,0,0
scene/resources/video_stream.linuxbsd.editor.x86_64.c,5,2,15,7
thirdparty/jolt_physics/Jolt/Physics/Collision/CollideSphereVsTriangles.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/icu4c/common/ustrcase_locale.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/astcenc/astcenc_ideal_endpoints_and_weights.linuxbsd.editor.x86_64.c,0,0,37,0
editor/filesystem_dock.linuxbsd.editor.x86_64.c,44,99,269,143
thirdparty/mbedtls/library/timing.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/pcre2/src/pcre2_serialize_32.linuxbsd.editor.x86_64.c,2,1,4,3
editor/plugins/packed_scene_translation_parser_plugin.linuxbsd.editor.x86_64.c,9,8,34,17
thirdparty/icu4c/common/servnotf.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/zstd/decompress/zstd_ddict.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/libwebp/src/dsp/lossless_sse41.linuxbsd.editor.x86_64.c,0,0,0,0
core/math/vector3i.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/libwebp/src/enc/backward_references_enc.linuxbsd.editor.x86_64.c,4,12,32,16
editor/project_manager/project_tag.linuxbsd.editor.x86_64.c,10,0,11,10
thirdparty/icu4c/common/localeprioritylist.linuxbsd.editor.x86_64.c,1,5,4,6
scene/gui/scroll_bar.linuxbsd.editor.x86_64.c,6,4,11,10
scene/gui/menu_button.linuxbsd.editor.x86_64.c,7,4,24,11
thirdparty/zstd/common/error_private.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/pcre2/src/pcre2_context_16.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/jolt_physics/Jolt/Physics/Collision/CollideConvexVsTriangles.linuxbsd.editor.x86_64.c,0,3,17,3
thirdparty/jolt_physics/Jolt/Core/Factory.linuxbsd.editor.x86_64.c,14,13,27,27
thirdparty/graphite/src/gr_char_info.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/msdfgen/core/sdf-error-estimation.linuxbsd.editor.x86_64.c,0,0,13,0
scene/resources/style_box_flat.linuxbsd.editor.x86_64.c,5,2,17,7
thirdparty/wslay/wslay_net.linuxbsd.editor.x86_64.c,0,0,0,0
platform/linuxbsd/fontconfig-so_wrap.linuxbsd.editor.x86_64.c,0,0,0,0
core/core_constants.linuxbsd.editor.x86_64.c,1,8,29,9
modules/fbx/editor/editor_scene_importer_fbx2gltf.linuxbsd.editor.x86_64.c,8,10,34,18
thirdparty/pcre2/src/pcre2_pattern_info_16.linuxbsd.editor.x86_64.c,0,1,1,1
scene/gui/spin_box.linuxbsd.editor.x86_64.c,6,10,18,16
thirdparty/icu4c/common/servlk.linuxbsd.editor.x86_64.c,0,0,0,0
scene/3d/visual_instance_3d.linuxbsd.editor.x86_64.c,6,9,33,15
editor/editor_build_profile.linuxbsd.editor.x86_64.c,24,47,116,71
core/io/resource_loader.linuxbsd.editor.x86_64.c,13,43,150,56
servers/extensions/physics_server_3d_extension.linuxbsd.editor.x86_64.c,13,28,100,41
scene/resources/navigation_mesh.linuxbsd.editor.x86_64.c,1,4,26,5
thirdparty/icu4c/common/util.linuxbsd.editor.x86_64.c,0,3,7,3
thirdparty/glslang/SPIRV/SpvTools.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/libwebp/src/enc/picture_psnr_enc.linuxbsd.editor.x86_64.c,0,0,16,0
modules/gltf/extensions/gltf_document_extension.linuxbsd.editor.x86_64.c,4,4,34,8
modules/openxr/extensions/openxr_extension_wrapper_extension.linuxbsd.editor.x86_64.c,5,3,19,8
thirdparty/zstd/compress/hist.linuxbsd.editor.x86_64.c,1,2,5,3
scene/gui/option_button.linuxbsd.editor.x86_64.c,11,10,39,21
thirdparty/freetype/src/base/ftpfr.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/libwebp/src/dsp/upsampling_mips_dsp_r2.linuxbsd.editor.x86_64.c,0,0,0,0
modules/betsy/image_compress_betsy.linuxbsd.editor.x86_64.c,7,42,103,49
editor/themes/editor_theme_manager.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/embree/kernels/common/scene_triangle_mesh.linuxbsd.editor.x86_64.c,1,8,34,9
thirdparty/libtheora/info.linuxbsd.editor.x86_64.c,0,0,4,0
scene/resources/resource_format_text.linuxbsd.editor.x86_64.c,9,61,174,70
thirdparty/icu4c/common/lsr.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/libtheora/x86/x86state.linuxbsd.editor.x86_64.c,0,0,0,0
core/os/main_loop.linuxbsd.editor.x86_64.c,2,2,14,4
modules/navigation/register_types.linuxbsd.editor.x86_64.c,0,0,1,0
thirdparty/embree/kernels/bvh/bvh_builder.linuxbsd.editor.x86_64.c,48,44,92,92
thirdparty/icu4c/common/ubidi.linuxbsd.editor.x86_64.c,3,6,57,9
modules/openxr/openxr_interface.linuxbsd.editor.x86_64.c,19,11,38,30
thirdparty/icu4c/common/locdspnm.linuxbsd.editor.x86_64.c,0,0,0,0
editor/plugins/editor_debugger_plugin.linuxbsd.editor.x86_64.c,5,15,43,20
core/variant/variant_parser.linuxbsd.editor.x86_64.c,13,26,82,39
scene/resources/2d/concave_polygon_shape_2d.linuxbsd.editor.x86_64.c,5,0,13,5
scene/resources/visual_shader.linuxbsd.editor.x86_64.c,83,175,403,258
thirdparty/freetype/src/svg/svg.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/pcre2/src/pcre2_substring_16.linuxbsd.editor.x86_64.c,0,2,7,2
thirdparty/thorvg/src/renderer/tvgFill.linuxbsd.editor.x86_64.c,0,0,0,0
editor/import/3d/resource_importer_scene.linuxbsd.editor.x86_64.c,0,0,0,0
core/variant/variant_setget.linuxbsd.editor.x86_64.c,0,6,34,6
thirdparty/libwebp/src/dsp/lossless_mips_dsp_r2.linuxbsd.editor.x86_64.c,0,0,0,0
scene/animation/animation_blend_tree.linuxbsd.editor.x86_64.c,21,31,99,52
scene/main/instance_placeholder.linuxbsd.editor.x86_64.c,4,3,16,7
core/io/file_access_compressed.linuxbsd.editor.x86_64.c,3,2,7,5
thirdparty/libtheora/decinfo.linuxbsd.editor.x86_64.c,0,0,5,0
scene/resources/portable_compressed_texture.linuxbsd.editor.x86_64.c,7,0,36,7
thirdparty/libpng/pngmem.linuxbsd.editor.x86_64.c,2,0,0,2
thirdparty/libwebp/src/dsp/alpha_processing_mips_dsp_r2.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/libwebp/src/dsp/upsampling_msa.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/jolt_physics/Jolt/Physics/Collision/PhysicsMaterialSimple.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/basis_universal/encoder/basisu_uastc_enc.linuxbsd.editor.x86_64.c,28,33,146,61
editor/plugins/style_box_editor_plugin.linuxbsd.editor.x86_64.c,13,4,14,17
editor/scene_create_dialog.linuxbsd.editor.x86_64.c,14,6,13,20
modules/jolt_physics/spaces/jolt_temp_allocator.linuxbsd.editor.x86_64.c,0,0,0,0
platform/linuxbsd/xkbcommon-so_wrap.linuxbsd.editor.x86_64.c,0,0,0,0
editor/editor_file_system.linuxbsd.editor.x86_64.c,51,73,300,124
editor/plugins/gizmos/fog_volume_gizmo_plugin.linuxbsd.editor.x86_64.c,7,0,8,7
thirdparty/harfbuzz/src/hb-ot-shape.linuxbsd.editor.x86_64.c,3,9,32,12
thirdparty/embree/kernels/geometry/primitive4.linuxbsd.editor.x86_64.c,10,0,0,10
modules/godot_physics_3d/register_types.linuxbsd.editor.x86_64.c,0,0,0,0
scene/gui/container.linuxbsd.editor.x86_64.c,5,4,19,9
scene/resources/3d/fog_material.linuxbsd.editor.x86_64.c,5,0,18,5
editor/project_converter_3_to_4.linuxbsd.editor.x86_64.c,31,32,149,63
modules/multiplayer/register_types.linuxbsd.editor.x86_64.c,5,0,11,5
drivers/unix/os_unix.linuxbsd.editor.x86_64.c,5,9,27,14
thirdparty/glslang/glslang/MachineIndependent/ParseContextBase.linuxbsd.editor.x86_64.c,5,16,46,21
modules/gdscript/register_types.linuxbsd.editor.x86_64.c,8,0,7,8
thirdparty/freetype/src/base/ftbitmap.linuxbsd.editor.x86_64.c,6,3,16,9
drivers/windows/file_access_windows.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/icu4c/common/loadednormalizer2impl.linuxbsd.editor.x86_64.c,0,0,0,0
servers/rendering/renderer_geometry_instance.linuxbsd.editor.x86_64.c,0,0,1,0
thirdparty/jolt_physics/Jolt/Core/TickCounter.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/openxr/src/loader/xr_generated_loader.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/graphite/src/NameTable.linuxbsd.editor.x86_64.c,1,3,12,4
thirdparty/libktx/lib/texture.linuxbsd.editor.x86_64.c,1,0,2,1
scene/2d/animated_sprite_2d.linuxbsd.editor.x86_64.c,7,26,67,33
servers/rendering/rendering_context_driver.linuxbsd.editor.x86_64.c,0,7,10,7
thirdparty/libwebp/src/utils/palette.linuxbsd.editor.x86_64.c,3,5,17,8
modules/openxr/editor/openxr_editor_plugin.linuxbsd.editor.x86_64.c,4,0,11,4
thirdparty/harfbuzz/src/hb-fallback-shape.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/icu4c/common/uset.linuxbsd.editor.x86_64.c,0,1,1,1
core/math/vector4i.linuxbsd.editor.x86_64.c,0,0,0,0
modules/jpg/register_types.linuxbsd.editor.x86_64.c,0,0,0,0
modules/astcenc/image_compress_astcenc.linuxbsd.editor.x86_64.c,0,0,2,0
thirdparty/graphite/src/CmapCache.linuxbsd.editor.x86_64.c,0,2,2,2
thirdparty/jolt_physics/Jolt/Core/Semaphore.linuxbsd.editor.x86_64.c,0,2,0,2
thirdparty/harfbuzz/src/hb-aat-map.linuxbsd.editor.x86_64.c,0,3,27,3
thirdparty/jolt_physics/Jolt/Physics/Constraints/PointConstraint.linuxbsd.editor.x86_64.c,0,0,8,0
modules/gltf/structures/gltf_buffer_view.linuxbsd.editor.x86_64.c,0,0,10,0
scene/resources/audio_stream_wav.linuxbsd.editor.x86_64.c,26,11,44,37
servers/rendering/shader_compiler.linuxbsd.editor.x86_64.c,22,74,197,96
thirdparty/icu4c/common/umutablecptrie.linuxbsd.editor.x86_64.c,3,41,67,44
scene/resources/environment.linuxbsd.editor.x86_64.c,4,3,16,7
thirdparty/libwebp/src/dsp/lossless_neon.linuxbsd.editor.x86_64.c,0,0,0,0
core/io/file_access_memory.linuxbsd.editor.x86_64.c,3,1,15,4
thirdparty/wslay/wslay_queue.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/libwebp/src/utils/huffman_utils.linuxbsd.editor.x86_64.c,0,2,13,2
thirdparty/icu4c/common/ucat.linuxbsd.editor.x86_64.c,0,0,0,0
modules/etcpak/register_types.linuxbsd.editor.x86_64.c,0,0,0,0
servers/rendering/renderer_rd/environment/fog.linuxbsd.editor.x86_64.c,6,16,98,22
core/object/callable_method_pointer.linuxbsd.editor.x86_64.c,0,1,1,1
platform/linuxbsd/x11/dynwrappers/xrandr-so_wrap.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/libwebp/src/dsp/filters_mips_dsp_r2.linuxbsd.editor.x86_64.c,0,0,0,0
scene/gui/color_rect.linuxbsd.editor.x86_64.c,0,0,3,0
modules/gltf/editor/editor_scene_exporter_gltf_settings.linuxbsd.editor.x86_64.c,1,4,28,5
thirdparty/icu4c/common/utypes.linuxbsd.editor.x86_64.c,0,0,0,0
thirdparty/mbedtls/library/ssl_tls12_client.linuxbsd.editor.x86_64.c,4,2,4,6
thirdparty/libwebp/src/dsp/cost_sse2.linuxbsd.editor.x86_64.c,1,0,1,1
drivers/gles3/effects/post_effects.linuxbsd.editor.x86_64.c,0,12,7,12
thirdparty/harfbuzz/src/hb-ot-shape-normalize.linuxbsd.editor.x86_64.c,0,0,0,0
editor/editor_properties_array_dict.linuxbsd.editor.x86_64.c,27,55,155,82
editor/plugins/bone_map_editor_plugin.linuxbsd.editor.x86_64.c,27,36,86,63
scene/gui/popup.linuxbsd.editor.x86_64.c,7,11,19,18
thirdparty/jolt_physics/Jolt/Physics/Vehicle/TrackedVehicleController.linuxbsd.editor.x86_64.c,1,4,19,5
editor/editor_settings.linuxbsd.editor.x86_64.c,0,0,0,0
platform/linuxbsd/x11/dynwrappers/xrender-so_wrap.linuxbsd.editor.x86_64.c,0,0,0,0
