File,for loops,while loops,do-while loops,total loops,total nodes
../samples/decompilations/godot/thirdparty mbedtls library entropy.linuxbsd.editor.x86_64.c,1,2,7,10,4393
../samples/decompilations/godot/editor plugins bone_map_editor_plugin.linuxbsd.editor.x86_64.c,27,36,86,149,226742
../samples/decompilations/godot/thirdparty pcre2 src pcre2_valid_utf_32.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/thirdparty mbedtls library aria.linuxbsd.editor.x86_64.c,2,4,21,27,12009
../samples/decompilations/godot/editor editor_atlas_packer.linuxbsd.editor.x86_64.c,1,10,41,52,45857
../samples/decompilations/godot/thirdparty mbedtls library ssl_ciphersuites.linuxbsd.editor.x86_64.c,0,0,6,6,1209
../samples/decompilations/godot/thirdparty mbedtls library ssl_tls13_client.linuxbsd.editor.x86_64.c,0,6,2,8,19965
../samples/decompilations/godot/thirdparty harfbuzz src hb-common.linuxbsd.editor.x86_64.c,0,3,10,13,9479
../samples/decompilations/godot/editor plugins animation_blend_tree_editor_plugin.linuxbsd.editor.x86_64.c,35,52,121,208,279296
../samples/decompilations/godot/thirdparty jolt_physics Jolt Physics Collision NarrowPhaseQuery.linuxbsd.editor.x86_64.c,2,3,14,19,32486
../samples/decompilations/godot/scene gui menu_bar.linuxbsd.editor.x86_64.c,10,15,32,57,218123
../samples/decompilations/godot/thirdparty icu4c common ucnvbocu.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/thirdparty libwebp src dec quant_dec.linuxbsd.editor.x86_64.c,0,1,1,2,1228
../samples/decompilations/godot/core object method_bind.linuxbsd.editor.x86_64.c,0,0,9,9,9741
../samples/decompilations/godot/scene 3d path_3d.linuxbsd.editor.x86_64.c,6,3,16,25,104485
../samples/decompilations/godot/editor plugins animation_tree_editor_plugin.linuxbsd.editor.x86_64.c,13,13,16,42,62458
../samples/decompilations/godot/modules basis_universal image_compress_basisu.linuxbsd.editor.x86_64.c,14,3,33,50,27255
../samples/decompilations/godot/scene main status_indicator.linuxbsd.editor.x86_64.c,0,2,16,18,72305
../samples/decompilations/godot/core math vector4i.linuxbsd.editor.x86_64.c,0,0,0,0,4841
../samples/decompilations/godot/scene resources 2d skeleton skeleton_modification_stack_2d.linuxbsd.editor.x86_64.c,4,6,9,19,97184
../samples/decompilations/godot/modules openxr extensions openxr_hand_tracking_extension.linuxbsd.editor.x86_64.c,3,2,16,21,24060
../samples/decompilations/godot/scene 3d spring_bone_collision_plane_3d.linuxbsd.editor.x86_64.c,5,0,6,11,18555
../samples/decompilations/godot/editor action_map_editor.linuxbsd.editor.x86_64.c,15,21,48,84,119584
../samples/decompilations/godot/thirdparty mbedtls library psa_crypto_hash.linuxbsd.editor.x86_64.c,1,0,0,1,2046
../samples/decompilations/godot/editor engine_update_label.linuxbsd.editor.x86_64.c,7,3,22,32,54313
../samples/decompilations/godot/thirdparty jolt_physics Jolt RegisterTypes.linuxbsd.editor.x86_64.c,0,0,0,0,3373
../samples/decompilations/godot/thirdparty mbedtls library psa_crypto_ecp.linuxbsd.editor.x86_64.c,0,0,0,0,3900
../samples/decompilations/godot/thirdparty harfbuzz src hb-ot-shaper-vowel-constraints.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/thirdparty icu4c common ucnvlat1.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/modules gdscript register_types.linuxbsd.editor.x86_64.c,8,0,7,15,46116
../samples/decompilations/godot/thirdparty mbedtls library des.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/thirdparty icu4c common localematcher.linuxbsd.editor.x86_64.c,1,1,10,12,20876
../samples/decompilations/godot/editor plugins tiles tile_proxies_manager_dialog.linuxbsd.editor.x86_64.c,13,10,55,78,108725
../samples/decompilations/godot/thirdparty astcenc astcenc_mathlib_softfloat.linuxbsd.editor.x86_64.c,1,0,0,1,1077
../samples/decompilations/godot/servers rendering renderer_rd storage_rd utilities.linuxbsd.editor.x86_64.c,0,6,14,20,35038
../samples/decompilations/godot/modules gltf structures gltf_camera.linuxbsd.editor.x86_64.c,5,1,7,13,69943
../samples/decompilations/godot/editor plugins gizmos visible_on_screen_notifier_3d_gizmo_plugin.linuxbsd.editor.x86_64.c,5,0,10,15,30326
../samples/decompilations/godot/servers audio effects audio_effect_stereo_enhance.linuxbsd.editor.x86_64.c,8,0,16,24,50032
../samples/decompilations/godot/thirdparty icu4c common uts46.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/modules cvtt image_compress_cvtt.linuxbsd.editor.x86_64.c,2,0,13,15,12092
../samples/decompilations/godot/thirdparty libwebp src dsp rescaler_msa.linuxbsd.editor.x86_64.c,0,0,0,0,16
../samples/decompilations/godot/core debugger remote_debugger_peer.linuxbsd.editor.x86_64.c,2,3,10,15,23943
../samples/decompilations/godot/thirdparty libwebp src enc cost_enc.linuxbsd.editor.x86_64.c,0,2,12,14,3883
../samples/decompilations/godot/thirdparty icu4c common udataswp.linuxbsd.editor.x86_64.c,1,0,5,6,5365
../samples/decompilations/godot/modules jolt_physics shapes jolt_custom_double_sided_shape.linuxbsd.editor.x86_64.c,0,0,2,2,15077
../samples/decompilations/godot/modules jpg register_types.linuxbsd.editor.x86_64.c,0,0,0,0,1760
../samples/decompilations/godot/thirdparty libvorbis mdct.linuxbsd.editor.x86_64.c,0,1,22,23,9966
../samples/decompilations/godot/servers physics_server_2d.linuxbsd.editor.x86_64.c,12,14,72,98,860221
../samples/decompilations/godot/modules mbedtls crypto_mbedtls.linuxbsd.editor.x86_64.c,9,0,19,28,67653
../samples/decompilations/godot/thirdparty mbedtls library md.linuxbsd.editor.x86_64.c,2,1,6,9,6589
../samples/decompilations/godot/thirdparty thorvg src loaders jpg tvgJpgLoader.linuxbsd.editor.x86_64.c,0,0,3,3,5356
../samples/decompilations/godot/platform linuxbsd x11 gl_manager_x11_egl.linuxbsd.editor.x86_64.c,0,0,0,0,2811
../samples/decompilations/godot/editor export editor_export_platform.linuxbsd.editor.x86_64.c,34,56,151,241,449993
../samples/decompilations/godot/platform linuxbsd godot_linuxbsd.linuxbsd.editor.x86_64.c,0,0,0,0,519
../samples/decompilations/godot/thirdparty glslang glslang MachineIndependent Intermediate.linuxbsd.editor.x86_64.c,17,5,48,70,226420
../samples/decompilations/godot/servers audio effects audio_effect_spectrum_analyzer.linuxbsd.editor.x86_64.c,10,3,32,45,95062
../samples/decompilations/godot/thirdparty libwebp src dsp dec.linuxbsd.editor.x86_64.c,0,5,41,46,30769
../samples/decompilations/godot/editor plugins abstract_polygon_2d_editor.linuxbsd.editor.x86_64.c,10,8,16,34,77585
../samples/decompilations/godot/scene resources font.linuxbsd.editor.x86_64.c,21,57,144,222,1384417
../samples/decompilations/godot/thirdparty icu4c common rbbiscan.linuxbsd.editor.x86_64.c,1,4,10,15,20490
../samples/decompilations/godot/editor plugins gradient_editor_plugin.linuxbsd.editor.x86_64.c,19,21,34,74,119821
../samples/decompilations/godot/scene gui range.linuxbsd.editor.x86_64.c,5,8,14,27,89735
../samples/decompilations/godot/modules websocket websocket_peer.linuxbsd.editor.x86_64.c,4,2,14,20,141861
../samples/decompilations/godot/modules websocket remote_debugger_peer_websocket.linuxbsd.editor.x86_64.c,2,3,7,12,18497
../samples/decompilations/godot/thirdparty jolt_physics Jolt TriangleGrouper TriangleGrouperMorton.linuxbsd.editor.x86_64.c,0,2,8,10,5419
../samples/decompilations/godot/thirdparty jolt_physics Jolt Physics Collision CollisionDispatch.linuxbsd.editor.x86_64.c,0,2,22,24,21812
../samples/decompilations/godot/thirdparty embree common sys estring.linuxbsd.editor.x86_64.c,2,0,8,10,13476
../samples/decompilations/godot/scene resources animation.linuxbsd.editor.x86_64.c,41,168,404,613,1001560
../samples/decompilations/godot/thirdparty glslang glslang MachineIndependent SpirvIntrinsics.linuxbsd.editor.x86_64.c,26,15,51,92,116927
../samples/decompilations/godot/modules gltf structures gltf_node.linuxbsd.editor.x86_64.c,0,3,11,14,111678
../samples/decompilations/godot/servers xr xr_controller_tracker.linuxbsd.editor.x86_64.c,5,0,8,13,20479
../samples/decompilations/godot/editor import resource_importer_texture.linuxbsd.editor.x86_64.c,9,4,32,45,87472
../samples/decompilations/godot/modules jolt_physics spaces jolt_layers.linuxbsd.editor.x86_64.c,0,3,7,10,10418
../samples/decompilations/godot/servers rendering renderer_compositor.linuxbsd.editor.x86_64.c,0,0,0,0,604
../samples/decompilations/godot/thirdparty libwebp src dsp enc_sse41.linuxbsd.editor.x86_64.c,0,0,0,0,16
../samples/decompilations/godot/scene resources immediate_mesh.linuxbsd.editor.x86_64.c,10,2,27,39,83618
../samples/decompilations/godot/thirdparty glslang glslang MachineIndependent IntermTraverse.linuxbsd.editor.x86_64.c,0,0,9,9,16930
../samples/decompilations/godot/thirdparty freetype src base ftbase.linuxbsd.editor.x86_64.c,25,26,58,109,108110
../samples/decompilations/godot/scene gui video_stream_player.linuxbsd.editor.x86_64.c,5,4,20,29,126455
../samples/decompilations/godot/modules navigation nav_link.linuxbsd.editor.x86_64.c,0,0,0,0,3848
../samples/decompilations/godot/scene gui box_container.linuxbsd.editor.x86_64.c,7,6,16,29,67503
../samples/decompilations/godot/thirdparty icu4c common brkeng.linuxbsd.editor.x86_64.c,0,3,0,3,10212
../samples/decompilations/godot/thirdparty embree kernels bvh bvh_collider.linuxbsd.editor.x86_64.c,8,9,17,34,34844
../samples/decompilations/godot/thirdparty glslang SPIRV SpvBuilder.linuxbsd.editor.x86_64.c,13,141,157,311,343195
../samples/decompilations/godot/thirdparty libwebp src dsp cost_neon.linuxbsd.editor.x86_64.c,0,0,0,0,16
../samples/decompilations/godot/servers navigation navigation_path_query_result_3d.linuxbsd.editor.x86_64.c,0,0,21,21,82373
../samples/decompilations/godot/editor plugins gizmos cpu_particles_3d_gizmo_plugin.linuxbsd.editor.x86_64.c,5,0,9,14,24749
../samples/decompilations/godot/thirdparty harfbuzz src hb-number.linuxbsd.editor.x86_64.c,0,0,4,4,2298
../samples/decompilations/godot/thirdparty libwebp src dsp cost_mips32.linuxbsd.editor.x86_64.c,0,0,0,0,16
../samples/decompilations/godot/servers rendering rendering_device.linuxbsd.editor.x86_64.c,0,0,0,0,2
../samples/decompilations/godot/thirdparty mbedtls library nist_kw.linuxbsd.editor.x86_64.c,2,1,6,9,4636
../samples/decompilations/godot/thirdparty libwebp src enc filter_enc.linuxbsd.editor.x86_64.c,2,0,8,10,2540
../samples/decompilations/godot/modules gltf extensions gltf_document_extension_convert_importer_mesh.linuxbsd.editor.x86_64.c,5,4,13,22,26315
../samples/decompilations/godot/scene resources skeleton_profile.linuxbsd.editor.x86_64.c,54,6,46,106,298080
../samples/decompilations/godot/thirdparty freetype src psnames psnames.linuxbsd.editor.x86_64.c,0,4,10,14,3972
../samples/decompilations/godot/thirdparty freetype src truetype truetype.linuxbsd.editor.x86_64.c,21,21,117,159,135617
../samples/decompilations/godot/core math aabb.linuxbsd.editor.x86_64.c,0,0,3,3,12070
../samples/decompilations/godot/core variant variant_utility.linuxbsd.editor.x86_64.c,3,18,221,242,521684
../samples/decompilations/godot/modules hdr register_types.linuxbsd.editor.x86_64.c,0,0,0,0,1760
../samples/decompilations/godot/thirdparty libwebp sharpyuv sharpyuv_dsp.linuxbsd.editor.x86_64.c,0,0,3,3,1103
../samples/decompilations/godot/servers rendering shader_types.linuxbsd.editor.x86_64.c,1,17,70,88,269366
../samples/decompilations/godot/drivers gles3 effects post_effects.linuxbsd.editor.x86_64.c,0,12,7,19,19479
../samples/decompilations/godot/thirdparty icu4c common uniset.linuxbsd.editor.x86_64.c,0,15,36,51,47600
../samples/decompilations/godot/thirdparty freetype src type42 type42.linuxbsd.editor.x86_64.c,1,3,12,16,19851
../samples/decompilations/godot/scene theme default_theme.linuxbsd.editor.x86_64.c,0,0,0,0,2
../samples/decompilations/godot/core object message_queue.linuxbsd.editor.x86_64.c,3,15,42,60,46177
../samples/decompilations/godot/thirdparty zstd compress zstd_compress_superblock.linuxbsd.editor.x86_64.c,2,2,6,10,6733
../samples/decompilations/godot/servers rendering renderer_geometry_instance.linuxbsd.editor.x86_64.c,0,0,1,1,3541
../samples/decompilations/godot/thirdparty icu4c common ucasemap.linuxbsd.editor.x86_64.c,0,2,3,5,21312
../samples/decompilations/godot/modules godot_physics_3d godot_step_3d.linuxbsd.editor.x86_64.c,5,3,23,31,15898
../samples/decompilations/godot/platform linuxbsd export export_plugin.linuxbsd.editor.x86_64.c,6,3,20,29,93657
../samples/decompilations/godot/editor plugins texture_layered_editor_plugin.linuxbsd.editor.x86_64.c,12,4,22,38,58846
../samples/decompilations/godot/editor gui editor_run_bar.linuxbsd.editor.x86_64.c,9,11,26,46,85999
../samples/decompilations/godot/core object ref_counted.linuxbsd.editor.x86_64.c,2,1,14,17,28475
../samples/decompilations/godot/thirdparty mbedtls library platform_util.linuxbsd.editor.x86_64.c,0,0,0,0,363
../samples/decompilations/godot/drivers register_driver_types.linuxbsd.editor.x86_64.c,0,0,0,0,3326
../samples/decompilations/godot/modules openxr openxr_api_extension.linuxbsd.editor.x86_64.c,3,1,14,18,192832
../samples/decompilations/godot/thirdparty mbedtls library pkcs12.linuxbsd.editor.x86_64.c,3,1,8,12,3959
../samples/decompilations/godot/thirdparty libvorbis lookup.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/thirdparty libwebp src dsp enc_msa.linuxbsd.editor.x86_64.c,0,0,0,0,16
../samples/decompilations/godot/scene resources physics_material.linuxbsd.editor.x86_64.c,0,0,9,9,35073
../samples/decompilations/godot/editor debugger editor_performance_profiler.linuxbsd.editor.x86_64.c,9,29,55,93,99581
../samples/decompilations/godot/thirdparty mbedtls library chacha20.linuxbsd.editor.x86_64.c,0,0,6,6,4830
../samples/decompilations/godot/modules gdscript gdscript_warning.linuxbsd.editor.x86_64.c,0,1,8,9,29714
../samples/decompilations/godot/thirdparty graphite src Slot.linuxbsd.editor.x86_64.c,2,2,7,11,18020
../samples/decompilations/godot/scene animation animation_blend_tree.linuxbsd.editor.x86_64.c,21,31,99,151,438380
../samples/decompilations/godot/thirdparty glslang glslang MachineIndependent reflection.linuxbsd.editor.x86_64.c,28,19,94,141,171588
../samples/decompilations/godot/platform web export editor_http_server.linuxbsd.editor.x86_64.c,3,2,16,21,38608
../samples/decompilations/godot/servers rendering shader_include_db.linuxbsd.editor.x86_64.c,0,3,22,25,29812
../samples/decompilations/godot/editor editor_help.linuxbsd.editor.x86_64.c,56,91,297,444,774273
../samples/decompilations/godot/drivers gles3 effects feed_effects.linuxbsd.editor.x86_64.c,0,4,7,11,10884
../samples/decompilations/godot/thirdparty libpng intel intel_init.linuxbsd.editor.x86_64.c,0,0,0,0,242
../samples/decompilations/godot/thirdparty libpng pngpread.linuxbsd.editor.x86_64.c,0,3,14,17,12975
../samples/decompilations/godot/thirdparty jolt_physics Jolt Renderer DebugRendererSimple.linuxbsd.editor.x86_64.c,1,1,3,5,5322
../samples/decompilations/godot/thirdparty harfbuzz src hb-ot-tag.linuxbsd.editor.x86_64.c,0,30,26,56,22857
../samples/decompilations/godot/core io stream_peer.linuxbsd.editor.x86_64.c,6,2,47,55,287079
../samples/decompilations/godot/platform register_platform_apis.gen.linuxbsd.editor.x86_64.c,0,0,0,0,77
../samples/decompilations/godot/thirdparty pcre2 src pcre2_dfa_match_32.linuxbsd.editor.x86_64.c,3,7,23,33,50776
../samples/decompilations/godot/thirdparty icu4c common utf_impl.linuxbsd.editor.x86_64.c,0,0,0,0,4006
../samples/decompilations/godot/scene 2d canvas_group.linuxbsd.editor.x86_64.c,5,0,12,17,50042
../samples/decompilations/godot/editor dependency_editor.linuxbsd.editor.x86_64.c,27,33,108,168,202342
../samples/decompilations/godot/thirdparty libogg bitwise.linuxbsd.editor.x86_64.c,0,0,1,1,9535
../samples/decompilations/godot/thirdparty libvorbis synthesis.linuxbsd.editor.x86_64.c,0,1,0,1,2208
../samples/decompilations/godot/thirdparty pcre2 src pcre2_find_bracket_32.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/thirdparty icu4c common localebuilder.linuxbsd.editor.x86_64.c,0,2,9,11,15962
../samples/decompilations/godot/thirdparty harfbuzz src hb-subset-cff2.linuxbsd.editor.x86_64.c,18,34,177,229,149335
../samples/decompilations/godot/scene resources 2d skeleton skeleton_modification_2d_jiggle.linuxbsd.editor.x86_64.c,5,3,14,22,187685
../samples/decompilations/godot/modules gltf structures gltf_texture.linuxbsd.editor.x86_64.c,0,0,5,5,18106
../samples/decompilations/godot/modules godot_physics_3d godot_area_3d.linuxbsd.editor.x86_64.c,0,1,18,19,19810
../samples/decompilations/godot/thirdparty mbedtls library threading.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/thirdparty icu4c common putil.linuxbsd.editor.x86_64.c,0,1,6,7,10509
../samples/decompilations/godot/editor editor_resource_preview.linuxbsd.editor.x86_64.c,8,13,41,62,143442
../samples/decompilations/godot/thirdparty graphite src Decompressor.linuxbsd.editor.x86_64.c,0,1,7,8,1603
../samples/decompilations/godot/thirdparty harfbuzz src hb-outline.linuxbsd.editor.x86_64.c,0,1,14,15,10726
../samples/decompilations/godot/thirdparty enet callbacks.linuxbsd.editor.x86_64.c,0,0,0,0,358
../samples/decompilations/godot/servers rendering renderer_rd effects taa.linuxbsd.editor.x86_64.c,0,4,28,32,46718
../samples/decompilations/godot/scene 2d physics joints pin_joint_2d.linuxbsd.editor.x86_64.c,6,0,18,24,54696
../samples/decompilations/godot/thirdparty jolt_physics Jolt Physics Collision NarrowPhaseStats.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/thirdparty graphite src Pass.linuxbsd.editor.x86_64.c,3,8,28,39,25714
../samples/decompilations/godot/thirdparty jolt_physics Jolt Physics Constraints SwingTwistConstraint.linuxbsd.editor.x86_64.c,0,1,14,15,82060
../samples/decompilations/godot/thirdparty jolt_physics Jolt Physics Collision ManifoldBetweenTwoFaces.linuxbsd.editor.x86_64.c,2,2,14,18,13003
../samples/decompilations/godot/editor import resource_importer_bmfont.linuxbsd.editor.x86_64.c,6,3,13,22,42162
../samples/decompilations/godot/scene 3d physics kinematic_collision_3d.linuxbsd.editor.x86_64.c,0,2,18,20,69248
../samples/decompilations/godot/modules interactive_music audio_stream_interactive.linuxbsd.editor.x86_64.c,13,22,87,122,286504
../samples/decompilations/godot/scene gui code_edit.linuxbsd.editor.x86_64.c,34,70,202,306,600129
../samples/decompilations/godot/modules gdscript gdscript.linuxbsd.editor.x86_64.c,53,144,387,584,513160
../samples/decompilations/godot/thirdparty jolt_physics Jolt Physics Collision Shape MutableCompoundShape.linuxbsd.editor.x86_64.c,11,4,43,58,94087
../samples/decompilations/godot/thirdparty cvtt ConvectionKernels_API.linuxbsd.editor.x86_64.c,0,0,4,4,3994
../samples/decompilations/godot/thirdparty libwebp src dec buffer_dec.linuxbsd.editor.x86_64.c,1,0,0,1,4932
../samples/decompilations/godot/thirdparty libwebp src enc config_enc.linuxbsd.editor.x86_64.c,0,0,0,0,1447
../samples/decompilations/godot/thirdparty ufbx ufbx.linuxbsd.editor.x86_64.c,214,159,486,859,504646
../samples/decompilations/godot/thirdparty thorvg src renderer tvgPaint.linuxbsd.editor.x86_64.c,1,3,8,12,29811
../samples/decompilations/godot/thirdparty harfbuzz src hb-ot-meta.linuxbsd.editor.x86_64.c,0,4,4,8,4146
../samples/decompilations/godot/platform macos export export.linuxbsd.editor.x86_64.c,0,0,3,3,8339
../samples/decompilations/godot/thirdparty libvorbis codebook.linuxbsd.editor.x86_64.c,0,8,21,29,7382
../samples/decompilations/godot/modules gdscript gdscript_analyzer.linuxbsd.editor.x86_64.c,43,76,284,403,520839
../samples/decompilations/godot/scene gui dialogs.linuxbsd.editor.x86_64.c,12,10,39,61,151828
../samples/decompilations/godot/thirdparty basis_universal encoder basisu_frontend.linuxbsd.editor.x86_64.c,79,91,526,696,263115
../samples/decompilations/godot/thirdparty mbedtls library asn1parse.linuxbsd.editor.x86_64.c,0,4,6,10,5188
../samples/decompilations/godot/thirdparty harfbuzz src hb-fallback-shape.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/core io udp_server.linuxbsd.editor.x86_64.c,7,1,23,31,70598
../samples/decompilations/godot/editor plugins gizmos collision_shape_3d_gizmo_plugin.linuxbsd.editor.x86_64.c,10,10,18,38,73394
../samples/decompilations/godot/core os keyboard.linuxbsd.editor.x86_64.c,0,0,16,16,4873
../samples/decompilations/godot/thirdparty brotli common platform.linuxbsd.editor.x86_64.c,0,0,0,0,59
../samples/decompilations/godot/modules upnp upnp_device.linuxbsd.editor.x86_64.c,0,0,23,23,71627
../samples/decompilations/godot/thirdparty jolt_physics Jolt Physics Collision Shape CylinderShape.linuxbsd.editor.x86_64.c,3,1,6,10,25542
../samples/decompilations/godot/thirdparty harfbuzz src hb-paint.linuxbsd.editor.x86_64.c,0,3,5,8,15522
../samples/decompilations/godot/thirdparty embree common math constants.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/scene 2d back_buffer_copy.linuxbsd.editor.x86_64.c,5,0,11,16,50891
../samples/decompilations/godot/thirdparty recastnavigation Recast Source RecastFilter.linuxbsd.editor.x86_64.c,1,2,8,11,3851
../samples/decompilations/godot/thirdparty freetype src smooth smooth.linuxbsd.editor.x86_64.c,0,2,19,21,16285
../samples/decompilations/godot/thirdparty libwebp src dsp yuv_sse2.linuxbsd.editor.x86_64.c,0,0,25,25,137162
../samples/decompilations/godot/editor plugins particle_process_material_editor_plugin.linuxbsd.editor.x86_64.c,14,9,18,41,77903
../samples/decompilations/godot/drivers unix dir_access_unix.linuxbsd.editor.x86_64.c,11,7,22,40,42071
../samples/decompilations/godot/thirdparty libwebp src dsp lossless_enc_msa.linuxbsd.editor.x86_64.c,0,0,0,0,16
../samples/decompilations/godot/drivers vulkan rendering_context_driver_vulkan.linuxbsd.editor.x86_64.c,1,14,52,67,67640
../samples/decompilations/godot/thirdparty libwebp src utils thread_utils.linuxbsd.editor.x86_64.c,0,0,0,0,836
../samples/decompilations/godot/thirdparty libwebp src dsp dec_sse41.linuxbsd.editor.x86_64.c,0,0,0,0,16
../samples/decompilations/godot/servers rendering rendering_device_commons.linuxbsd.editor.x86_64.c,0,0,2,2,2850
../samples/decompilations/godot/modules gltf extensions physics gltf_physics_shape.linuxbsd.editor.x86_64.c,7,0,17,24,151108
../samples/decompilations/godot/servers rendering renderer_rd effects fsr2.linuxbsd.editor.x86_64.c,61,10,60,131,86477
../samples/decompilations/godot/scene resources shader.linuxbsd.editor.x86_64.c,6,14,61,81,156930
../samples/decompilations/godot/thirdparty graphite src Code.linuxbsd.editor.x86_64.c,2,1,3,6,19160
../samples/decompilations/godot/editor editor_interface.linuxbsd.editor.x86_64.c,5,17,70,92,367149
../samples/decompilations/godot/thirdparty icu4c common uniset_props.linuxbsd.editor.x86_64.c,0,1,5,6,18733
../samples/decompilations/godot/thirdparty msdfgen core sdf-error-estimation.linuxbsd.editor.x86_64.c,0,0,13,13,13154
../samples/decompilations/godot/thirdparty icu4c common characterproperties.linuxbsd.editor.x86_64.c,2,0,5,7,5020
../samples/decompilations/godot/thirdparty mbedtls library net_sockets.linuxbsd.editor.x86_64.c,3,1,3,7,4310
../samples/decompilations/godot/editor plugins tiles tile_set_editor.linuxbsd.editor.x86_64.c,23,38,63,124,153816
../samples/decompilations/godot/thirdparty icu4c common locresdata.linuxbsd.editor.x86_64.c,0,0,0,0,4824
../samples/decompilations/godot/thirdparty libtheora bitpack.linuxbsd.editor.x86_64.c,1,0,0,1,1134
../samples/decompilations/godot/thirdparty harfbuzz src hb-ot-cff2-table.linuxbsd.editor.x86_64.c,3,7,31,41,83542
../samples/decompilations/godot/scene 3d physics joints slider_joint_3d.linuxbsd.editor.x86_64.c,5,0,9,14,54878
../samples/decompilations/godot/scene gui rich_text_label.linuxbsd.editor.x86_64.c,37,56,200,293,855106
../samples/decompilations/godot/modules openxr scene openxr_visibility_mask.linuxbsd.editor.x86_64.c,5,4,10,19,26702
../samples/decompilations/godot/editor plugins tool_button_editor_plugin.linuxbsd.editor.x86_64.c,9,4,23,36,49640
../samples/decompilations/godot/thirdparty mbedtls library memory_buffer_alloc.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/editor import 3d collada.linuxbsd.editor.x86_64.c,8,115,414,537,456398
../samples/decompilations/godot/thirdparty mbedtls library asn1write.linuxbsd.editor.x86_64.c,0,0,4,4,6503
../samples/decompilations/godot/scene resources material.linuxbsd.editor.x86_64.c,19,39,137,195,730012
../samples/decompilations/godot/thirdparty mbedtls library md5.linuxbsd.editor.x86_64.c,3,0,5,8,7834
../samples/decompilations/godot/scene audio audio_stream_player.linuxbsd.editor.x86_64.c,4,4,20,28,135868
../samples/decompilations/godot/modules websocket wsl_peer.linuxbsd.editor.x86_64.c,8,6,34,48,92904
../samples/decompilations/godot/modules jolt_physics objects jolt_soft_body_3d.linuxbsd.editor.x86_64.c,4,12,39,55,60399
../samples/decompilations/godot/thirdparty icu4c common unistr_case_locale.linuxbsd.editor.x86_64.c,0,0,0,0,361
../samples/decompilations/godot/core extension gdextension_manager.linuxbsd.editor.x86_64.c,8,14,56,78,97428
../samples/decompilations/godot/thirdparty libvorbis mapping0.linuxbsd.editor.x86_64.c,1,12,22,35,12423
../samples/decompilations/godot/modules jolt_physics spaces jolt_body_accessor_3d.linuxbsd.editor.x86_64.c,0,0,0,0,5545
../samples/decompilations/godot/thirdparty mbedtls library aes.linuxbsd.editor.x86_64.c,7,4,35,46,18011
../samples/decompilations/godot/core io file_access_pack.linuxbsd.editor.x86_64.c,19,11,56,86,88937
../samples/decompilations/godot/scene main multiplayer_api.linuxbsd.editor.x86_64.c,5,2,36,43,146497
../samples/decompilations/godot/thirdparty icu4c common bytesinkutil.linuxbsd.editor.x86_64.c,0,0,2,2,6596
../samples/decompilations/godot/servers xr xr_pose.linuxbsd.editor.x86_64.c,0,0,15,15,81500
../samples/decompilations/godot/scene gui progress_bar.linuxbsd.editor.x86_64.c,5,0,14,19,66218
../samples/decompilations/godot/thirdparty icu4c common locutil.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/thirdparty glslang glslang MachineIndependent Initialize.linuxbsd.editor.x86_64.c,9,18,164,191,268934
../samples/decompilations/godot/thirdparty freetype src type1 type1.linuxbsd.editor.x86_64.c,2,17,33,52,50958
../samples/decompilations/godot/scene 2d navigation_link_2d.linuxbsd.editor.x86_64.c,5,2,7,14,107675
../samples/decompilations/godot/thirdparty icu4c common lstmbe.linuxbsd.editor.x86_64.c,2,6,16,24,19740
../samples/decompilations/godot/editor plugins gizmos navigation_region_3d_gizmo_plugin.linuxbsd.editor.x86_64.c,7,4,18,29,43700
../samples/decompilations/godot/thirdparty zstd compress zstdmt_compress.linuxbsd.editor.x86_64.c,3,2,24,29,23697
../samples/decompilations/godot/servers rendering renderer_rd renderer_scene_render_rd.linuxbsd.editor.x86_64.c,4,11,43,58,112993
../samples/decompilations/godot/editor plugins version_control_editor_plugin.linuxbsd.editor.x86_64.c,14,30,74,118,219698
../samples/decompilations/godot/thirdparty basis_universal encoder basisu_basis_file.linuxbsd.editor.x86_64.c,0,1,6,7,8365
../samples/decompilations/godot/thirdparty mbedtls library ssl_tls.linuxbsd.editor.x86_64.c,21,9,19,49,66076
../samples/decompilations/godot/editor plugins gradient_texture_2d_editor_plugin.linuxbsd.editor.x86_64.c,18,8,13,39,79149
../samples/decompilations/godot/modules camera camera_linux.linuxbsd.editor.x86_64.c,4,2,5,11,11087
